run_id,scenario_id,model,condition,pair_id,metric,value,attribute_exposed,inputs_identical
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.36363636363636365,False,True
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.3355187527289657,False,True
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.7726710438728333,False,True
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.5523809523809524,False,True
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.38593506695632757,False,True
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.742344081401825,False,True
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.5050505050505051,False,True
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,1.0,False,True
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,1.0000001192092896,False,True
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,1.0,False,True
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.26958525988855936,False,True
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8188632726669312,False,True
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.5,False,True
FINAL_V4_GEMINI37,S023,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.4485193425192155,False,True
FINAL_V4_GEMINI37,S023,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8698850870132446,False,True
FINAL_V4_GEMINI37,S023,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.634920634920635,False,True
FINAL_V4_GEMINI37,S024,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.522565085669003,False,True
FINAL_V4_GEMINI37,S024,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8217894434928894,False,True
FINAL_V4_GEMINI37,S024,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.7128712871287128,False,True
FINAL_V4_GEMINI37,S025,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.5847722998908815,False,True
FINAL_V4_GEMINI37,S025,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8804765939712524,False,True
FINAL_V4_GEMINI37,S025,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.8125,False,True
FINAL_V4_GEMINI37,S026,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.6616626919250145,False,True
FINAL_V4_GEMINI37,S026,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8212127089500427,False,True
FINAL_V4_GEMINI37,S026,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.8399999999999999,False,True
FINAL_V4_GEMINI37,S027,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,1.0,False,True
FINAL_V4_GEMINI37,S027,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,1.0,False,True
FINAL_V4_GEMINI37,S027,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,1.0,False,True
FINAL_V4_GEMINI37,S028,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.3595457030336567,False,True
FINAL_V4_GEMINI37,S028,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8595890998840332,False,True
FINAL_V4_GEMINI37,S028,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.5714285714285715,False,True
FINAL_V4_GEMINI37,S029,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.3224480215988163,False,True
FINAL_V4_GEMINI37,S029,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.7361183762550354,False,True
FINAL_V4_GEMINI37,S029,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.525,False,True
FINAL_V4_GEMINI37,S030,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.061584428449345384,False,True
FINAL_V4_GEMINI37,S030,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.803236186504364,False,True
FINAL_V4_GEMINI37,S030,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.37681159420289856,False,True
FINAL_V4_GEMINI37,S031,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.17796237395371306,False,True
FINAL_V4_GEMINI37,S031,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.7798886895179749,False,True
FINAL_V4_GEMINI37,S031,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.5,False,True
FINAL_V4_GEMINI37,S032,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.33635177132210553,False,True
FINAL_V4_GEMINI37,S032,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.7485309839248657,False,True
FINAL_V4_GEMINI37,S032,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.4897959183673469,False,True
FINAL_V4_GEMINI37,S033,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.20613207136071263,False,True
FINAL_V4_GEMINI37,S033,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.733846127986908,False,True
FINAL_V4_GEMINI37,S033,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.5106382978723404,False,True
FINAL_V4_GEMINI37,S034,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.2547120371586661,False,True
FINAL_V4_GEMINI37,S034,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8719370365142822,False,True
FINAL_V4_GEMINI37,S034,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.5567010309278351,False,True
FINAL_V4_GEMINI37,S035,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.170630486786903,False,True
FINAL_V4_GEMINI37,S035,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8276326060295105,False,True
FINAL_V4_GEMINI37,S035,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.3880597014925373,False,True
FINAL_V4_GEMINI37,S036,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.48658801041701316,False,True
FINAL_V4_GEMINI37,S036,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.9152752161026001,False,True
FINAL_V4_GEMINI37,S036,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.7384615384615385,False,True
FINAL_V4_GEMINI37,S037,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.6169332484158467,False,True
FINAL_V4_GEMINI37,S037,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8029407858848572,False,True
FINAL_V4_GEMINI37,S037,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.8095238095238095,False,True
FINAL_V4_GEMINI37,S038,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.46945142013989744,False,True
FINAL_V4_GEMINI37,S038,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8665164709091187,False,True
FINAL_V4_GEMINI37,S038,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.7000000000000001,False,True
FINAL_V4_GEMINI37,S039,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.47873960977195856,False,True
FINAL_V4_GEMINI37,S039,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8756988048553467,False,True
FINAL_V4_GEMINI37,S039,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.7105263157894738,False,True
FINAL_V4_GEMINI37,S040,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,bleu,0.15166913417453537,False,True
FINAL_V4_GEMINI37,S040,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.7233833074569702,False,True
FINAL_V4_GEMINI37,S040,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,rouge_l,0.3603603603603604,False,True
FINAL_V4_GEMMA3N_LOCAL,S001,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.1927013498551473,False,True
FINAL_V4_GEMMA3N_LOCAL,S001,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8992329239845276,False,True
FINAL_V4_GEMMA3N_LOCAL,S001,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.3076923076923077,False,True
FINAL_V4_GEMMA3N_LOCAL,S002,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.940591574039961,False,True
FINAL_V4_GEMMA3N_LOCAL,S002,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.9908316135406494,False,True
FINAL_V4_GEMMA3N_LOCAL,S002,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.9814814814814815,False,True
FINAL_V4_GEMMA3N_LOCAL,S003,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.8432101478853166,False,True
FINAL_V4_GEMMA3N_LOCAL,S003,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.9493647217750549,False,True
FINAL_V4_GEMMA3N_LOCAL,S003,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.8985507246376812,False,True
FINAL_V4_GEMMA3N_LOCAL,S004,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.6633739924383196,False,True
FINAL_V4_GEMMA3N_LOCAL,S004,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.9242571592330933,False,True
FINAL_V4_GEMMA3N_LOCAL,S004,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.7155963302752293,False,True
FINAL_V4_GEMMA3N_LOCAL,S005,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,1.0,False,True
FINAL_V4_GEMMA3N_LOCAL,S005,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,1.0,False,True
FINAL_V4_GEMMA3N_LOCAL,S005,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,1.0,False,True
FINAL_V4_GEMMA3N_LOCAL,S006,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,1.0,False,True
FINAL_V4_GEMMA3N_LOCAL,S006,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,1.0000001192092896,False,True
FINAL_V4_GEMMA3N_LOCAL,S006,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,1.0,False,True
FINAL_V4_GEMMA3N_LOCAL,S007,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.43926558633031276,False,True
FINAL_V4_GEMMA3N_LOCAL,S007,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.7377998232841492,False,True
FINAL_V4_GEMMA3N_LOCAL,S007,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.6071428571428571,False,True
FINAL_V4_GEMMA3N_LOCAL,S008,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.4217212266820959,False,True
FINAL_V4_GEMMA3N_LOCAL,S008,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8079119920730591,False,True
FINAL_V4_GEMMA3N_LOCAL,S008,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.4539877300613497,False,True
FINAL_V4_GEMMA3N_LOCAL,S009,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.40177558651804424,False,True
FINAL_V4_GEMMA3N_LOCAL,S009,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.9000876545906067,False,True
FINAL_V4_GEMMA3N_LOCAL,S009,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.49624060150375937,False,True
FINAL_V4_GEMMA3N_LOCAL,S010,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.6453802631587713,False,True
FINAL_V4_GEMMA3N_LOCAL,S010,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8742868900299072,False,True
FINAL_V4_GEMMA3N_LOCAL,S010,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.6944444444444444,False,True
FINAL_V4_GEMMA3N_LOCAL,S011,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.33071325875480395,False,True
FINAL_V4_GEMMA3N_LOCAL,S011,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.7344489693641663,False,True
FINAL_V4_GEMMA3N_LOCAL,S011,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.4739884393063584,False,True
FINAL_V4_GEMMA3N_LOCAL,S012,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.5076975154301934,False,True
FINAL_V4_GEMMA3N_LOCAL,S012,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.7576059103012085,False,True
FINAL_V4_GEMMA3N_LOCAL,S012,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.6131386861313869,False,True
FINAL_V4_GEMMA3N_LOCAL,S013,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.3608781861898219,False,True
FINAL_V4_GEMMA3N_LOCAL,S013,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8213686943054199,False,True
FINAL_V4_GEMMA3N_LOCAL,S013,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.4878048780487805,False,True
FINAL_V4_GEMMA3N_LOCAL,S014,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.7382103082445614,False,True
FINAL_V4_GEMMA3N_LOCAL,S014,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.9615811705589294,False,True
FINAL_V4_GEMMA3N_LOCAL,S014,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.8166666666666668,False,True
FINAL_V4_GEMMA3N_LOCAL,S015,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.5828627308924785,False,True
FINAL_V4_GEMMA3N_LOCAL,S015,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.721030056476593,False,True
FINAL_V4_GEMMA3N_LOCAL,S015,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.7167630057803468,False,True
FINAL_V4_GEMMA3N_LOCAL,S016,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.5393586517731276,False,True
FINAL_V4_GEMMA3N_LOCAL,S016,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8458470702171326,False,True
FINAL_V4_GEMMA3N_LOCAL,S016,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.6611570247933883,False,True
FINAL_V4_GEMMA3N_LOCAL,S017,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.4857665416320197,False,True
FINAL_V4_GEMMA3N_LOCAL,S017,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8024196624755859,False,True
FINAL_V4_GEMMA3N_LOCAL,S017,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.5846153846153845,False,True
FINAL_V4_GEMMA3N_LOCAL,S018,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.9607590505097869,False,True
FINAL_V4_GEMMA3N_LOCAL,S018,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.9925680756568909,False,True
FINAL_V4_GEMMA3N_LOCAL,S018,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.9830508474576272,False,True
FINAL_V4_GEMMA3N_LOCAL,S019,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.692941007809982,False,True
FINAL_V4_GEMMA3N_LOCAL,S019,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.9469329714775085,False,True
FINAL_V4_GEMMA3N_LOCAL,S019,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.7482993197278911,False,True
FINAL_V4_GEMMA3N_LOCAL,S020,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.23632153762043367,False,True
FINAL_V4_GEMMA3N_LOCAL,S020,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.8335091471672058,False,True
FINAL_V4_GEMMA3N_LOCAL,S020,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.3875968992248062,False,True
FINAL_V4_GEMMA3N_LOCAL,S021,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.6949944638007342,False,True
FINAL_V4_GEMMA3N_LOCAL,S021,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.9593087434768677,False,True
FINAL_V4_GEMMA3N_LOCAL,S021,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.7258064516129032,False,True
FINAL_V4_GEMMA3N_LOCAL,S022,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.6428090223132281,False,True
FINAL_V4_GEMMA3N_LOCAL,S022,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.9455146789550781,False,True
FINAL_V4_GEMMA3N_LOCAL,S022,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.7339449541284405,False,True
FINAL_V4_GEMMA3N_LOCAL,S023,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,1.0,False,True
FINAL_V4_GEMMA3N_LOCAL,S023,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,1.0,False,True
FINAL_V4_GEMMA3N_LOCAL,S023,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,1.0,False,True
FINAL_V4_GEMMA3N_LOCAL,S024,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.5692847942748531,False,True
FINAL_V4_GEMMA3N_LOCAL,S024,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.9401959180831909,False,True
FINAL_V4_GEMMA3N_LOCAL,S024,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.7543859649122807,False,True
FINAL_V4_GEMMA3N_LOCAL,S025,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.858963503413908,False,True
FINAL_V4_GEMMA3N_LOCAL,S025,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,cosine_similarity,0.9677292108535767,False,True
FINAL_V4_GEMMA3N_LOCAL,S025,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,rouge_l,0.9242424242424242,False,True
FINAL_V4_GEMMA3N_LOCAL,S026,gemma-3n-e4b-it-text,C_MASKED,MASKED_REPLICATES,bleu,0.9184043388013005,False,True
