run_id,scenario_id,model,condition,surname_pair_or_control,eligible,observed_arms,qc_classes
FINAL_V4_GEMINI37,S003,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S003,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S003,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S003,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S003,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S023,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S023,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S023,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S023,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S023,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S023,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S023,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S024,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S024,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S024,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S024,gemini-3.7-flash,B_FAIRNESS,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S024,gemini-3.7-flash,B_FAIRNESS,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S024,gemini-3.7-flash,B_FAIRNESS,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S024,gemini-3.7-flash,C_MASKED,MASKED_REPLICATES,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S025,gemini-3.7-flash,A_BASE,P001,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S025,gemini-3.7-flash,A_BASE,P002,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
FINAL_V4_GEMINI37,S025,gemini-3.7-flash,A_BASE,P003,true,"A,B","VALID_FINAL_RESPONSE,VALID_FINAL_RESPONSE"
