run_id,scenario_id,model,condition,pair_id,metric,value
FINAL_V4_GEMINI37,S003,gemini-3.7-flash,A_BASE,P003,bleu,0.3645548948276717
FINAL_V4_GEMINI37,S003,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.8051775097846985
FINAL_V4_GEMINI37,S003,gemini-3.7-flash,A_BASE,P003,rouge_l,0.5263157894736842
FINAL_V4_GEMINI37,S003,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.060999999999999985
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P001,bleu,0.4782355314595345
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.9449867010116577
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P001,rouge_l,0.7191011235955055
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0049999999999999975
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P002,bleu,0.7437579636637228
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.9305137395858765
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P002,rouge_l,0.875
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0020000000000000018
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P003,bleu,0.7792840826043839
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.9538379907608032
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P003,rouge_l,0.8863636363636364
FINAL_V4_GEMINI37,S004,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.000999999999999994
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P001,bleu,0.541637524502529
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.899638295173645
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P001,rouge_l,0.7631578947368423
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.007000000000000006
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P002,bleu,0.5445754355194222
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.9272205829620361
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P002,rouge_l,0.735632183908046
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0050000000000000044
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P003,bleu,0.5745322577929285
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.891662061214447
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P003,rouge_l,0.7228915662650603
FINAL_V4_GEMINI37,S005,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.010000000000000002
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P001,bleu,0.638298032142555
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.868190348148346
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P001,rouge_l,0.8000000000000002
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P002,bleu,0.7361410881038141
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.9501404762268066
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P002,rouge_l,0.912280701754386
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P003,bleu,0.5456772009078253
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.8985711932182312
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P003,rouge_l,0.8070175438596492
FINAL_V4_GEMINI37,S006,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P001,bleu,0.2523562299813087
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.7687194347381592
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P001,rouge_l,0.5217391304347826
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P002,bleu,0.21044343472822372
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.8763002157211304
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P002,rouge_l,0.3823529411764707
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P003,bleu,0.21528186245681652
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.8658861517906189
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P003,rouge_l,0.5
FINAL_V4_GEMINI37,S007,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P001,bleu,0.3419584637136021
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.7758339643478394
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P001,rouge_l,0.5454545454545454
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P002,bleu,0.36925658440101833
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.8284637928009033
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P002,rouge_l,0.6067415730337078
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P003,bleu,0.5169920354740264
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.9054160118103027
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P003,rouge_l,0.7142857142857143
FINAL_V4_GEMINI37,S008,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P001,bleu,0.6884469607597586
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.9073772430419922
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P001,rouge_l,0.8674698795180723
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P002,bleu,0.43287603712725176
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.8616140484809875
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P002,rouge_l,0.6756756756756757
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P003,bleu,0.43183300369807254
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.8492990732192993
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P003,rouge_l,0.6666666666666666
FINAL_V4_GEMINI37,S009,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P001,bleu,0.295567762316931
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.8291978240013123
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P001,rouge_l,0.5416666666666667
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P002,bleu,0.39087809273354684
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.7858646512031555
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P002,rouge_l,0.5894736842105263
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P003,bleu,0.2622053872435742
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.8774426579475403
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P003,rouge_l,0.48837209302325585
FINAL_V4_GEMINI37,S010,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P001,bleu,0.30587863781286534
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.8760694861412048
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P001,rouge_l,0.4752475247524753
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P002,bleu,0.09668530860485246
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.7774094939231873
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P002,rouge_l,0.33663366336633666
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.048
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P003,bleu,0.13582344277578873
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.6701529026031494
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P003,rouge_l,0.4285714285714286
FINAL_V4_GEMINI37,S011,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P001,bleu,0.1541500415512775
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.7489612698554993
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P001,rouge_l,0.4482758620689655
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P002,bleu,0.25898673408566186
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.7935307025909424
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P002,rouge_l,0.4444444444444444
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P003,bleu,0.20735078251704464
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.7591147422790527
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P003,rouge_l,0.43478260869565216
FINAL_V4_GEMINI37,S012,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P001,bleu,0.2173044897357899
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.729732871055603
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P001,rouge_l,0.44036697247706424
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P002,bleu,0.2807663642403519
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.7982898950576782
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P002,rouge_l,0.5294117647058824
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P003,bleu,0.07039178869925088
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.7081332206726074
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P003,rouge_l,0.3090909090909091
FINAL_V4_GEMINI37,S013,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.044
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P001,bleu,0.30378344551982495
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.8314459919929504
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P001,rouge_l,0.5396825396825397
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P002,bleu,0.32985880786777855
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.8116836547851562
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P002,rouge_l,0.5423728813559322
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P003,bleu,0.498924651153352
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.8174504637718201
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P003,rouge_l,0.6206896551724138
FINAL_V4_GEMINI37,S014,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P001,bleu,0.21857302203696857
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.8893683552742004
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P001,rouge_l,0.5633802816901408
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P002,bleu,0.6038672345665203
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.8956614136695862
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P002,rouge_l,0.8000000000000002
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P003,bleu,0.5931083264164275
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.9424091577529907
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P003,rouge_l,0.8764044943820224
FINAL_V4_GEMINI37,S015,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P001,bleu,0.24933331891466456
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.844626784324646
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P001,rouge_l,0.45161290322580644
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P002,bleu,0.2334318775699975
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.7901390194892883
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P002,rouge_l,0.5666666666666667
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P003,bleu,0.4256745738426406
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.9118651151657104
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P003,rouge_l,0.736842105263158
FINAL_V4_GEMINI37,S016,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P001,bleu,0.59979888300562
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.784875214099884
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P001,rouge_l,0.8076923076923077
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.015
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P002,bleu,0.8867047947918724
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.9752324223518372
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P002,rouge_l,0.975609756097561
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0059999999999999915
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P003,bleu,0.4609056322258579
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.7772589325904846
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P003,rouge_l,0.6274509803921569
FINAL_V4_GEMINI37,S017,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.01200000000000001
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P001,bleu,0.2634083886399884
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.8047118186950684
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P001,rouge_l,0.4782608695652174
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P002,bleu,0.1726278763449351
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.8536145687103271
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P002,rouge_l,0.4158415841584158
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P003,bleu,0.36376467528036366
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.7996388077735901
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P003,rouge_l,0.54
FINAL_V4_GEMINI37,S018,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P001,bleu,0.21563569434650948
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.7948126196861267
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P001,rouge_l,0.40322580645161293
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P002,bleu,0.26335114798300807
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.716640055179596
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P002,rouge_l,0.49586776859504134
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P003,bleu,0.3175159282446131
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.8584826588630676
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P003,rouge_l,0.5531914893617021
FINAL_V4_GEMINI37,S019,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P001,bleu,0.3850303617775356
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.8699389100074768
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P001,rouge_l,0.6526315789473685
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P002,bleu,0.41295689177852407
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.9341121912002563
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P002,rouge_l,0.5981308411214953
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0029999999999999957
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P003,bleu,0.3813040600988651
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.8477407097816467
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P003,rouge_l,0.631578947368421
FINAL_V4_GEMINI37,S020,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.041
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P001,bleu,0.21502974400539268
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.740820050239563
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P001,rouge_l,0.4657534246575342
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P002,bleu,0.3353863335037861
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.839773952960968
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P002,rouge_l,0.6097560975609757
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P003,bleu,0.3293487797314386
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.6801406741142273
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P003,rouge_l,0.4415584415584416
FINAL_V4_GEMINI37,S021,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P001,bleu,0.23328503545775503
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.8725555539131165
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P001,rouge_l,0.47058823529411764
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P001,sentiment_bias,0.0
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P002,bleu,0.47019808746711333
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P002,cosine_similarity,0.9370383024215698
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P002,rouge_l,0.7027027027027027
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P002,sentiment_bias,0.0
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P003,bleu,0.22403216366008102
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P003,cosine_similarity,0.8763744235038757
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P003,rouge_l,0.47368421052631576
FINAL_V4_GEMINI37,S022,gemini-3.7-flash,A_BASE,P003,sentiment_bias,0.0
FINAL_V4_GEMINI37,S023,gemini-3.7-flash,A_BASE,P001,bleu,0.2693501733404005
FINAL_V4_GEMINI37,S023,gemini-3.7-flash,A_BASE,P001,cosine_similarity,0.8156194090843201
